Dates,Dates Url,Top 10 Gross,%± LW,Overall Gross,%± LW1,Releases,#1 Release,#1 Release Url,Genre,Budget,Running Time,Week,Week Url,Long Weekend,Country
May 22-25,https://www.boxofficemojo.com/weekend/2025W21/?area=AE&ref_=bo_wey_table_2,"$3,266,618",15.60%,"$3,409,883",4.60%,35,Lilo & Stitch,https://www.boxofficemojo.com/release/rl885751809/?ref_=bo_wey_table_2,-,-,-,21,https://www.boxofficemojo.com/weekend/2025W21/?area=AE&ref_=bo_wey_table_2,FALSE,UAE
May 29-Jun 1,https://www.boxofficemojo.com/weekend/2025W22/?area=SI&ref_=bo_wey_table_1,"$117,170",-43.10%,"$122,968",-40.60%,20,Lilo & Stitch,https://www.boxofficemojo.com/release/rl2680717313/?ref_=bo_wey_table_1,-,-,-,22,https://www.boxofficemojo.com/weekend/2025W22/?area=SI&ref_=bo_wey_table_1,FALSE,Slovenia
May 22-25,https://www.boxofficemojo.com/weekend/2025W21/?area=SI&ref_=bo_wey_table_2,"$205,828",168.10%,"$207,149",148.60%,16,Lilo & Stitch,https://www.boxofficemojo.com/release/rl2680717313/?ref_=bo_wey_table_2,-,-,-,21,https://www.boxofficemojo.com/weekend/2025W21/?area=SI&ref_=bo_wey_table_2,FALSE,Slovenia
May 29-Jun 1,https://www.boxofficemojo.com/weekend/2025W22/?area=SK&ref_=bo_wey_table_1,"$474,700",-30.70%,"$507,597",-27.80%,20,Lilo & Stitch,https://www.boxofficemojo.com/release/rl80445441/?ref_=bo_wey_table_1,-,-,-,22,https://www.boxofficemojo.com/weekend/2025W22/?area=SK&ref_=bo_wey_table_1,FALSE,Slovakia
May 22-25,https://www.boxofficemojo.com/weekend/2025W21/?area=SK&ref_=bo_wey_table_2,"$685,431",123.30%,"$703,226",102.50%,20,Lilo & Stitch,https://www.boxofficemojo.com/release/rl80445441/?ref_=bo_wey_table_2,-,-,-,21,https://www.boxofficemojo.com/weekend/2025W21/?area=SK&ref_=bo_wey_table_2,FALSE,Slovakia
May 30-Jun 1,https://www.boxofficemojo.com/weekend/2025W22/?area=RO&ref_=bo_wey_table_1,"$860,265",-38.20%,"$902,746",-37%,39,Lilo & Stitch,https://www.boxofficemojo.com/release/rl2110488577/?ref_=bo_wey_table_1,-,-,-,22,https://www.boxofficemojo.com/weekend/2025W22/?area=RO&ref_=bo_wey_table_1,FALSE,Romania
May 23-25,https://www.boxofficemojo.com/weekend/2025W21/?area=RO&ref_=bo_wey_table_2,"$1,392,457",124.80%,"$1,432,375",108.80%,28,Lilo & Stitch,https://www.boxofficemojo.com/release/rl2110488577/?ref_=bo_wey_table_2,-,-,-,21,https://www.boxofficemojo.com/weekend/2025W21/?area=RO&ref_=bo_wey_table_2,FALSE,Romania
May 30-Jun 1,https://www.boxofficemojo.com/weekend/2025W22/?area=PL&ref_=bo_wey_table_1,"$3,177,605",21.60%,"$3,195,541",21.40%,16,Lilo & Stitch,https://www.boxofficemojo.com/release/rl2915598337/?ref_=bo_wey_table_1,-,-,-,22,https://www.boxofficemojo.com/weekend/2025W22/?area=PL&ref_=bo_wey_table_1,FALSE,Poland
May 23-25,https://www.boxofficemojo.com/weekend/2025W21/?area=PL&ref_=bo_wey_table_2,"$2,613,609",79.60%,"$2,631,464",74.70%,16,Lilo & Stitch,https://www.boxofficemojo.com/release/rl2915598337/?ref_=bo_wey_table_2,-,-,-,21,https://www.boxofficemojo.com/weekend/2025W21/?area=PL&ref_=bo_wey_table_2,FALSE,Poland
May 29-Jun 1,https://www.boxofficemojo.com/weekend/2025W22/?area=PT&ref_=bo_wey_table_1,"$1,128,479",5.30%,"$1,161,340",5.70%,36,Lilo & Stitch,https://www.boxofficemojo.com/release/rl533430273/?ref_=bo_wey_table_1,-,-,-,22,https://www.boxofficemojo.com/weekend/2025W22/?area=PT&ref_=bo_wey_table_1,FALSE,Portugal
May 22-25,https://www.boxofficemojo.com/weekend/2025W21/?area=PT&ref_=bo_wey_table_2,"$1,072,037",57847.90%,"$1,098,860",59297.80%,34,Lilo & Stitch,https://www.boxofficemojo.com/release/rl533430273/?ref_=bo_wey_table_2,-,-,-,21,https://www.boxofficemojo.com/weekend/2025W21/?area=PT&ref_=bo_wey_table_2,FALSE,Portugal
Apr 4-6,https://www.boxofficemojo.com/weekend/2025W14/?area=IN&ref_=bo_wey_table_9,"$256,299",90.60%,"$256,299",90.60%,10,Longlegs,https://www.boxofficemojo.com/release/rl1981251585/?ref_=bo_wey_table_9,-,-,-,14,https://www.boxofficemojo.com/weekend/2025W14/?area=IN&ref_=bo_wey_table_9,FALSE,Australia
Apr 4-6,https://www.boxofficemojo.com/weekend/2025W14/?area=IN&ref_=bo_wey_table_9,"$256,299",90.60%,"$256,299",90.60%,10,Longlegs,https://www.boxofficemojo.com/release/rl1981251585/?ref_=bo_wey_table_9,-,-,-,14,https://www.boxofficemojo.com/weekend/2025W14/?area=IN&ref_=bo_wey_table_9,FALSE,India
Apr 4-6,https://www.boxofficemojo.com/weekend/2025W14/?area=FI&ref_=bo_wey_table_9,"$320,057",85.90%,"$322,188",87.10%,13,Longlegs,https://www.boxofficemojo.com/release/rl1662484481/?ref_=bo_wey_table_9,-,-,-,14,https://www.boxofficemojo.com/weekend/2025W14/?area=FI&ref_=bo_wey_table_9,FALSE,Finland
Apr 3-6,https://www.boxofficemojo.com/weekend/2025W14/?area=DK&ref_=bo_wey_table_9,"$403,399",51.90%,"$406,221",51.20%,15,Longlegs,https://www.boxofficemojo.com/release/rl1645707265/?ref_=bo_wey_table_9,-,-,-,14,https://www.boxofficemojo.com/weekend/2025W14/?area=DK&ref_=bo_wey_table_9,FALSE,Denmark
Apr 3-6,https://www.boxofficemojo.com/weekend/2025W14/?area=GR&ref_=bo_wey_table_9,"$208,455",200.80%,"$208,455",200.80%,8,Longlegs,https://www.boxofficemojo.com/release/rl1897365505/?ref_=bo_wey_table_9,-,-,-,14,https://www.boxofficemojo.com/weekend/2025W14/?area=GR&ref_=bo_wey_table_9,FALSE,Greece
Apr 3-6,https://www.boxofficemojo.com/weekend/2025W14/?area=SG&ref_=bo_wey_table_9,"$183,670",-25.90%,"$185,231",-25.50%,14,Longlegs,https://www.boxofficemojo.com/release/rl1947697153/?ref_=bo_wey_table_9,-,-,-,14,https://www.boxofficemojo.com/weekend/2025W14/?area=SG&ref_=bo_wey_table_9,FALSE,Singapore
Apr 4-6,https://www.boxofficemojo.com/weekend/2025W14/?area=SE&ref_=bo_wey_table_9,"$491,138",45.40%,"$506,882",41.80%,17,Longlegs,https://www.boxofficemojo.com/release/rl1343717377/?ref_=bo_wey_table_9,-,-,-,14,https://www.boxofficemojo.com/weekend/2025W14/?area=SE&ref_=bo_wey_table_9,FALSE,Sweden
Apr 4-6,https://www.boxofficemojo.com/weekend/2025W14/?area=TW&ref_=bo_wey_table_9,"$367,896",92.30%,"$367,896",92.30%,9,Longlegs,https://www.boxofficemojo.com/release/rl1964474369/?ref_=bo_wey_table_9,-,-,-,14,https://www.boxofficemojo.com/weekend/2025W14/?area=TW&ref_=bo_wey_table_9,FALSE,Taiwan
Apr 3-6,https://www.boxofficemojo.com/weekend/2025W14/?area=TH&ref_=bo_wey_table_9,"$167,612",82.10%,"$167,612",82.10%,4,Longlegs,https://www.boxofficemojo.com/release/rl1612152833/?ref_=bo_wey_table_9,-,-,-,14,https://www.boxofficemojo.com/weekend/2025W14/?area=TH&ref_=bo_wey_table_9,FALSE,Thailand
Apr 3-6,https://www.boxofficemojo.com/weekend/2025W14/?area=UY&ref_=bo_wey_table_9,"$33,496",91.50%,"$33,496",91.50%,6,Longlegs,https://www.boxofficemojo.com/release/rl1360494593/?ref_=bo_wey_table_9,-,-,-,14,https://www.boxofficemojo.com/weekend/2025W14/?area=UY&ref_=bo_wey_table_9,FALSE,Uruguay
Feb 6-9,https://www.boxofficemojo.com/weekend/2025W06/?area=MY&ref_=bo_wey_table_17,"$24,978",-47.70%,"$24,978",-47.70%,6,Love Hurts,https://www.boxofficemojo.com/release/rl3257827329/?ref_=bo_wey_table_17,-,-,-,6,https://www.boxofficemojo.com/weekend/2025W06/?area=MY&ref_=bo_wey_table_17,FALSE,Malaysia
Feb 6-9,https://www.boxofficemojo.com/weekend/2025W06/?area=IL&ref_=bo_wey_table_17,"$144,455",-7.90%,"$144,455",-7.90%,9,Love Hurts,https://www.boxofficemojo.com/release/rl3475931137/?ref_=bo_wey_table_17,-,-,-,6,https://www.boxofficemojo.com/weekend/2025W06/?area=IL&ref_=bo_wey_table_17,FALSE,Israel
Feb 6-9,https://www.boxofficemojo.com/weekend/2025W06/?area=UA&ref_=bo_wey_table_17,"$98,079",-71.90%,"$98,079",-71.90%,5,Love Hurts,https://www.boxofficemojo.com/release/rl1009876993/?ref_=bo_wey_table_17,-,-,-,6,https://www.boxofficemojo.com/weekend/2025W06/?area=UA&ref_=bo_wey_table_17,FALSE,Ukraine
Mar 26-30,https://www.boxofficemojo.com/weekend/2025W13/?area=FR&ref_=bo_wey_table_10,"$8,728,445",-37.40%,"$11,462,062",-33.90%,37,"Ma mère, Dieu et Sylvie Vartan",https://www.boxofficemojo.com/release/rl3702785/?ref_=bo_wey_table_10,-,-,-,13,https://www.boxofficemojo.com/weekend/2025W13/?area=FR&ref_=bo_wey_table_10,FALSE,France
Apr 17-20,https://www.boxofficemojo.com/weekend/2025W16/?area=GR&ref_=bo_wey_table_7,"$4,308",-72.30%,"$4,308",-72.30%,3,Magazine Dreams,https://www.boxofficemojo.com/release/rl2932113409/?ref_=bo_wey_table_7,-,-,-,16,https://www.boxofficemojo.com/weekend/2025W16/?area=GR&ref_=bo_wey_table_7,FALSE,Greece
Jan 31-Feb 2,https://www.boxofficemojo.com/weekend/2025W05/?area=FI&ref_=bo_wey_table_18,"$313,692",-29.60%,"$314,686",-30.70%,12,Maria,https://www.boxofficemojo.com/release/rl1142915073/?ref_=bo_wey_table_18,-,-,-,5,https://www.boxofficemojo.com/weekend/2025W05/?area=FI&ref_=bo_wey_table_18,FALSE,Finland
Jan 24-26,https://www.boxofficemojo.com/weekend/2025W04/?area=FI&ref_=bo_wey_table_19,"$445,575",16.40%,"$453,787",18.50%,13,Maria,https://www.boxofficemojo.com/release/rl1142915073/?ref_=bo_wey_table_19,-,-,-,4,https://www.boxofficemojo.com/weekend/2025W04/?area=FI&ref_=bo_wey_table_19,FALSE,Finland
Mar 14-16,https://www.boxofficemojo.com/weekend/2025W11/?area=RO&ref_=bo_wey_table_12,"$455,355",1.40%,"$596,538",8.60%,46,Mentorii,https://www.boxofficemojo.com/release/rl1010139137/?ref_=bo_wey_table_12,-,-,-,11,https://www.boxofficemojo.com/weekend/2025W11/?area=RO&ref_=bo_wey_table_12,FALSE,Romania
Mar 7-9,https://www.boxofficemojo.com/weekend/2025W10/?area=RO&ref_=bo_wey_table_13,"$448,892",-30.40%,"$549,206",-27.40%,51,Mentorii,https://www.boxofficemojo.com/release/rl1010139137/?ref_=bo_wey_table_13,-,-,-,10,https://www.boxofficemojo.com/weekend/2025W10/?area=RO&ref_=bo_wey_table_13,FALSE,Romania
Feb 28-Mar 2,https://www.boxofficemojo.com/weekend/2025W09/?area=RO&ref_=bo_wey_table_14,"$644,643",57.20%,"$756,882",41.50%,47,Mentorii,https://www.boxofficemojo.com/release/rl1010139137/?ref_=bo_wey_table_14,-,-,-,9,https://www.boxofficemojo.com/weekend/2025W09/?area=RO&ref_=bo_wey_table_14,FALSE,Romania
Mar 21-23,https://www.boxofficemojo.com/weekend/2025W12/?area=KR&ref_=bo_wey_table_11,"$4,124,466",-8.60%,"$4,540,470",-8.10%,37,Mickey 17,https://www.boxofficemojo.com/release/rl3945955329/?ref_=bo_wey_table_11,-,-,-,12,https://www.boxofficemojo.com/weekend/2025W12/?area=KR&ref_=bo_wey_table_11,FALSE,South Korea
Mar 14-16,https://www.boxofficemojo.com/weekend/2025W11/?area=KR&ref_=bo_wey_table_12,"$4,511,910",-14.30%,"$4,941,341",-11.90%,40,Mickey 17,https://www.boxofficemojo.com/release/rl3945955329/?ref_=bo_wey_table_12,-,-,-,11,https://www.boxofficemojo.com/weekend/2025W11/?area=KR&ref_=bo_wey_table_12,FALSE,South Korea
Mar 7-9,https://www.boxofficemojo.com/weekend/2025W10/?area=KR&ref_=bo_wey_table_13,"$5,263,386",-54.90%,"$5,607,266",-53.70%,41,Mickey 17,https://www.boxofficemojo.com/release/rl3945955329/?ref_=bo_wey_table_13,-,-,-,10,https://www.boxofficemojo.com/weekend/2025W10/?area=KR&ref_=bo_wey_table_13,FALSE,South Korea
Feb 28-Mar 2,https://www.boxofficemojo.com/weekend/2025W09/?area=KR&ref_=bo_wey_table_14,"$11,669,856",131.80%,"$12,099,787",126.20%,44,Mickey 17,https://www.boxofficemojo.com/release/rl3945955329/?ref_=bo_wey_table_14,-,-,-,9,https://www.boxofficemojo.com/weekend/2025W09/?area=KR&ref_=bo_wey_table_14,FALSE,South Korea
Mar 7-9,https://www.boxofficemojo.com/weekend/2025W10/?area=CN&ref_=bo_wey_table_13,"$1,448,469",344.90%,"$1,448,469",344.90%,3,Mickey 17,https://www.boxofficemojo.com/release/rl3543433217/?ref_=bo_wey_table_13,-,-,-,10,https://www.boxofficemojo.com/weekend/2025W10/?area=CN&ref_=bo_wey_table_13,FALSE,China
Mar 14-16,https://www.boxofficemojo.com/weekend/2025W11/?area=GB&ref_=bo_wey_table_12,"$6,896,658",-25.40%,"$8,021,697",-22%,55,Mickey 17,https://www.boxofficemojo.com/release/rl3274997761/?ref_=bo_wey_table_12,-,-,-,11,https://www.boxofficemojo.com/weekend/2025W11/?area=GB&ref_=bo_wey_table_12,FALSE,United Kingdom
Mar 7-9,https://www.boxofficemojo.com/weekend/2025W10/?area=GB&ref_=bo_wey_table_13,"$9,247,290",-12.90%,"$10,284,185",-12.90%,57,Mickey 17,https://www.boxofficemojo.com/release/rl3274997761/?ref_=bo_wey_table_13,-,-,-,10,https://www.boxofficemojo.com/weekend/2025W10/?area=GB&ref_=bo_wey_table_13,FALSE,United Kingdom
Mar 12-16,https://www.boxofficemojo.com/weekend/2025W11/?area=FR&ref_=bo_wey_table_12,"$8,523,991",-9.80%,"$11,647,581",-7.30%,33,Mickey 17,https://www.boxofficemojo.com/release/rl3224666113/?ref_=bo_wey_table_12,-,-,-,11,https://www.boxofficemojo.com/weekend/2025W11/?area=FR&ref_=bo_wey_table_12,FALSE,France
Mar 5-9,https://www.boxofficemojo.com/weekend/2025W10/?area=FR&ref_=bo_wey_table_13,"$9,452,006",-10.20%,"$12,560,239",-14.60%,32,Mickey 17,https://www.boxofficemojo.com/release/rl3224666113/?ref_=bo_wey_table_13,-,-,-,10,https://www.boxofficemojo.com/weekend/2025W10/?area=FR&ref_=bo_wey_table_13,FALSE,France
Mar 7-9,https://www.boxofficemojo.com/weekend/2025W10/?area=ES&ref_=bo_wey_table_13,"$3,888,627",-5.30%,"$5,371,143",7%,57,Mickey 17,https://www.boxofficemojo.com/release/rl3258220545/?ref_=bo_wey_table_13,-,-,-,10,https://www.boxofficemojo.com/weekend/2025W10/?area=ES&ref_=bo_wey_table_13,FALSE,Spain
Mar 7-9,https://www.boxofficemojo.com/weekend/2025W10/?area=TW&ref_=bo_wey_table_13,"$811,024",61.20%,"$812,239",61.30%,13,Mickey 17,https://www.boxofficemojo.com/release/rl3560210433/?ref_=bo_wey_table_13,-,-,-,10,https://www.boxofficemojo.com/weekend/2025W10/?area=TW&ref_=bo_wey_table_13,FALSE,Taiwan
Mar 14-16,https://www.boxofficemojo.com/weekend/2025W11/?area=TR&ref_=bo_wey_table_12,"$475,351",-31.50%,"$598,857",-30.60%,63,Mickey 17,https://www.boxofficemojo.com/release/rl1631027201/?ref_=bo_wey_table_12,-,-,-,11,https://www.boxofficemojo.com/weekend/2025W11/?area=TR&ref_=bo_wey_table_12,FALSE,Turkey
Mar 7-9,https://www.boxofficemojo.com/weekend/2025W10/?area=TR&ref_=bo_wey_table_13,"$693,628",345.10%,"$862,809",453.60%,54,Mickey 17,https://www.boxofficemojo.com/release/rl1631027201/?ref_=bo_wey_table_13,-,-,-,10,https://www.boxofficemojo.com/weekend/2025W10/?area=TR&ref_=bo_wey_table_13,FALSE,Turkey
Mar 6-9,https://www.boxofficemojo.com/weekend/2025W10/?area=PT&ref_=bo_wey_table_13,"$716,367",152.80%,"$881,867",211.20%,35,Mickey 17,https://www.boxofficemojo.com/release/rl3224862721/?ref_=bo_wey_table_13,-,-,-,10,https://www.boxofficemojo.com/weekend/2025W10/?area=PT&ref_=bo_wey_table_13,FALSE,Portugal
May 16-18,https://www.boxofficemojo.com/weekend/2025W20/?area=KR&ref_=bo_wey_table_3,"$8,036,840",44.40%,"$8,323,968",39.10%,40,Mission: Impossible - The Final Reckoning,https://www.boxofficemojo.com/release/rl3803939585/?ref_=bo_wey_table_3,-,-,-,20,https://www.boxofficemojo.com/weekend/2025W20/?area=KR&ref_=bo_wey_table_3,FALSE,South Korea
Jan 23-26,https://www.boxofficemojo.com/weekend/2025W04/?area=DK&ref_=bo_wey_table_19,"$805,391",41.10%,"$816,966",43.10%,12,Moana 2,https://www.boxofficemojo.com/release/rl1058832385/?ref_=bo_wey_table_19,-,-,-,4,https://www.boxofficemojo.com/weekend/2025W04/?area=DK&ref_=bo_wey_table_19,FALSE,Denmark
Jan 2-5,https://www.boxofficemojo.com/weekend/2025W01/?area=DK&ref_=bo_wey_table_22,"$1,446,773",-7%,"$1,446,773",-7%,7,Moana 2,https://www.boxofficemojo.com/release/rl1058832385/?ref_=bo_wey_table_22,-,-,-,1,https://www.boxofficemojo.com/weekend/2025W01/?area=DK&ref_=bo_wey_table_22,FALSE,Denmark
Feb 7-9,https://www.boxofficemojo.com/weekend/2025W06/?area=SE&ref_=bo_wey_table_17,"$503,414",-24.60%,"$508,569",-25.40%,12,Moana 2,https://www.boxofficemojo.com/release/rl706510849/?ref_=bo_wey_table_17,-,-,-,6,https://www.boxofficemojo.com/weekend/2025W06/?area=SE&ref_=bo_wey_table_17,FALSE,Sweden
Jan 31-Feb 2,https://www.boxofficemojo.com/weekend/2025W05/?area=SE&ref_=bo_wey_table_18,"$667,793",-28.50%,"$682,039",-27.80%,13,Moana 2,https://www.boxofficemojo.com/release/rl706510849/?ref_=bo_wey_table_18,-,-,-,5,https://www.boxofficemojo.com/weekend/2025W05/?area=SE&ref_=bo_wey_table_18,FALSE,Sweden
Jan 24-26,https://www.boxofficemojo.com/weekend/2025W04/?area=SE&ref_=bo_wey_table_19,"$934,374",20.50%,"$944,521",21.80%,12,Moana 2,https://www.boxofficemojo.com/release/rl706510849/?ref_=bo_wey_table_19,-,-,-,4,https://www.boxofficemojo.com/weekend/2025W04/?area=SE&ref_=bo_wey_table_19,FALSE,Sweden
Feb 8-9,https://www.boxofficemojo.com/weekend/2025W06/?area=JP&ref_=bo_wey_table_17,"$7,073,935",-31.70%,"$7,505,264",-30.30%,14,Mobile Suit Gundam GQuuuuuuX: Beginning,https://www.boxofficemojo.com/release/rl2418573313/?ref_=bo_wey_table_17,-,-,-,6,https://www.boxofficemojo.com/weekend/2025W06/?area=JP&ref_=bo_wey_table_17,FALSE,Japan
Feb 1-2,https://www.boxofficemojo.com/weekend/2025W05/?area=JP&ref_=bo_wey_table_18,"$10,364,045",-18.50%,"$10,766,783",-17.80%,15,Mobile Suit Gundam GQuuuuuuX: Beginning,https://www.boxofficemojo.com/release/rl2418573313/?ref_=bo_wey_table_18,-,-,-,5,https://www.boxofficemojo.com/weekend/2025W05/?area=JP&ref_=bo_wey_table_18,FALSE,Japan
Jan 25-26,https://www.boxofficemojo.com/weekend/2025W04/?area=JP&ref_=bo_wey_table_19,"$12,723,756",-11.80%,"$13,105,896",-9.20%,14,Mobile Suit Gundam GQuuuuuuX: Beginning,https://www.boxofficemojo.com/release/rl2418573313/?ref_=bo_wey_table_19,-,-,-,4,https://www.boxofficemojo.com/weekend/2025W04/?area=JP&ref_=bo_wey_table_19,FALSE,Japan
Jan 18-19,https://www.boxofficemojo.com/weekend/2025W03/?area=JP&ref_=bo_wey_table_20,"$14,430,803",23.40%,"$14,432,313",23.30%,11,Mobile Suit Gundam GQuuuuuuX: Beginning,https://www.boxofficemojo.com/release/rl2418573313/?ref_=bo_wey_table_20,-,-,-,3,https://www.boxofficemojo.com/weekend/2025W03/?area=JP&ref_=bo_wey_table_20,FALSE,Japan
Feb 14-16,https://www.boxofficemojo.com/weekend/2025W07/?area=VN&ref_=bo_wey_table_15,"$3,708,147",-32.20%,"$3,728,574",-31.80%,15,Money Kisses,https://www.boxofficemojo.com/release/rl690978817/?ref_=bo_wey_table_15,-,-,-,7,https://www.boxofficemojo.com/weekend/2025W07/?area=VN&ref_=bo_wey_table_15,FALSE,Vietnam
Feb 7-9,https://www.boxofficemojo.com/weekend/2025W06/?area=VN&ref_=bo_wey_table_16,"$5,465,271",-23.70%,"$5,470,856",-23.70%,14,Money Kisses,https://www.boxofficemojo.com/release/rl690978817/?ref_=bo_wey_table_16,-,-,-,6,https://www.boxofficemojo.com/weekend/2025W06/?area=VN&ref_=bo_wey_table_16,FALSE,Vietnam
Mar 13-16,https://www.boxofficemojo.com/weekend/2025W11/?area=CZ&ref_=bo_wey_table_12,"$827,976",22.10%,"$973,588",27.20%,20,More na dvore,https://www.boxofficemojo.com/release/rl1496743937/?ref_=bo_wey_table_12,-,-,-,11,https://www.boxofficemojo.com/weekend/2025W11/?area=CZ&ref_=bo_wey_table_12,FALSE,Czech Replublic
Mar 6-9,https://www.boxofficemojo.com/weekend/2025W10/?area=CZ&ref_=bo_wey_table_13,"$678,349",-17.80%,"$765,443",-21.90%,19,More na dvore,https://www.boxofficemojo.com/release/rl1496743937/?ref_=bo_wey_table_13,-,-,-,10,https://www.boxofficemojo.com/weekend/2025W10/?area=CZ&ref_=bo_wey_table_13,FALSE,Czech Replublic
Jan 31-Feb 2,https://www.boxofficemojo.com/weekend/2025W05/?area=IN&ref_=bo_wey_table_18,"$115,852",-48.30%,"$115,852",-48.30%,7,Mufasa: The Lion King,https://www.boxofficemojo.com/release/rl3122823169/?ref_=bo_wey_table_18,-,-,-,5,https://www.boxofficemojo.com/weekend/2025W05/?area=IN&ref_=bo_wey_table_18,FALSE,Australia
Jan 24-26,https://www.boxofficemojo.com/weekend/2025W04/?area=IN&ref_=bo_wey_table_19,"$224,291",-50.90%,"$224,291",-50.90%,7,Mufasa: The Lion King,https://www.boxofficemojo.com/release/rl3122823169/?ref_=bo_wey_table_19,-,-,-,4,https://www.boxofficemojo.com/weekend/2025W04/?area=IN&ref_=bo_wey_table_19,FALSE,Australia
Jan 17-19,https://www.boxofficemojo.com/weekend/2025W03/?area=IN&ref_=bo_wey_table_20,"$457,015",-33.20%,"$457,015",-33.20%,7,Mufasa: The Lion King,https://www.boxofficemojo.com/release/rl3122823169/?ref_=bo_wey_table_20,-,-,-,3,https://www.boxofficemojo.com/weekend/2025W03/?area=IN&ref_=bo_wey_table_20,FALSE,Australia
Jan 10-12,https://www.boxofficemojo.com/weekend/2025W02/?area=IN&ref_=bo_wey_table_21,"$684,153",-60%,"$684,153",-60%,6,Mufasa: The Lion King,https://www.boxofficemojo.com/release/rl3122823169/?ref_=bo_wey_table_21,-,-,-,2,https://www.boxofficemojo.com/weekend/2025W02/?area=IN&ref_=bo_wey_table_21,FALSE,Australia
Jan 3-5,https://www.boxofficemojo.com/weekend/2025W01/?area=IN&ref_=bo_wey_table_22,"$1,709,136",-50.60%,"$1,709,136",-50.60%,5,Mufasa: The Lion King,https://www.boxofficemojo.com/release/rl3122823169/?ref_=bo_wey_table_22,-,-,-,1,https://www.boxofficemojo.com/weekend/2025W01/?area=IN&ref_=bo_wey_table_22,FALSE,Australia
Jan 31-Feb 2,https://www.boxofficemojo.com/weekend/2025W05/?area=IN&ref_=bo_wey_table_18,"$115,852",-48.30%,"$115,852",-48.30%,7,Mufasa: The Lion King,https://www.boxofficemojo.com/release/rl3122823169/?ref_=bo_wey_table_18,-,-,-,5,https://www.boxofficemojo.com/weekend/2025W05/?area=IN&ref_=bo_wey_table_18,FALSE,India
Jan 24-26,https://www.boxofficemojo.com/weekend/2025W04/?area=IN&ref_=bo_wey_table_19,"$224,291",-50.90%,"$224,291",-50.90%,7,Mufasa: The Lion King,https://www.boxofficemojo.com/release/rl3122823169/?ref_=bo_wey_table_19,-,-,-,4,https://www.boxofficemojo.com/weekend/2025W04/?area=IN&ref_=bo_wey_table_19,FALSE,India
Jan 17-19,https://www.boxofficemojo.com/weekend/2025W03/?area=IN&ref_=bo_wey_table_20,"$457,015",-33.20%,"$457,015",-33.20%,7,Mufasa: The Lion King,https://www.boxofficemojo.com/release/rl3122823169/?ref_=bo_wey_table_20,-,-,-,3,https://www.boxofficemojo.com/weekend/2025W03/?area=IN&ref_=bo_wey_table_20,FALSE,India
Jan 10-12,https://www.boxofficemojo.com/weekend/2025W02/?area=IN&ref_=bo_wey_table_21,"$684,153",-60%,"$684,153",-60%,6,Mufasa: The Lion King,https://www.boxofficemojo.com/release/rl3122823169/?ref_=bo_wey_table_21,-,-,-,2,https://www.boxofficemojo.com/weekend/2025W02/?area=IN&ref_=bo_wey_table_21,FALSE,India
Jan 3-5,https://www.boxofficemojo.com/weekend/2025W01/?area=IN&ref_=bo_wey_table_22,"$1,709,136",-50.60%,"$1,709,136",-50.60%,5,Mufasa: The Lion King,https://www.boxofficemojo.com/release/rl3122823169/?ref_=bo_wey_table_22,-,-,-,1,https://www.boxofficemojo.com/weekend/2025W01/?area=IN&ref_=bo_wey_table_22,FALSE,India
Feb 6-9,https://www.boxofficemojo.com/weekend/2025W06/?area=BR&ref_=bo_wey_table_17,"$3,047,419",17.40%,"$3,050,924",16.40%,13,Mufasa: The Lion King,https://www.boxofficemojo.com/release/rl1092780033/?ref_=bo_wey_table_17,-,-,-,6,https://www.boxofficemojo.com/weekend/2025W06/?area=BR&ref_=bo_wey_table_17,FALSE,Brazil
Jan 23-26,https://www.boxofficemojo.com/weekend/2025W04/?area=BR&ref_=bo_wey_table_19,"$2,306,120",-37.70%,"$2,306,120",-37.70%,10,Mufasa: The Lion King,https://www.boxofficemojo.com/release/rl1092780033/?ref_=bo_wey_table_19,-,-,-,4,https://www.boxofficemojo.com/weekend/2025W04/?area=BR&ref_=bo_wey_table_19,FALSE,Brazil
Jan 16-19,https://www.boxofficemojo.com/weekend/2025W03/?area=BR&ref_=bo_wey_table_20,"$3,699,110",13.90%,"$3,699,110",13.90%,8,Mufasa: The Lion King,https://www.boxofficemojo.com/release/rl1092780033/?ref_=bo_wey_table_20,-,-,-,3,https://www.boxofficemojo.com/weekend/2025W03/?area=BR&ref_=bo_wey_table_20,FALSE,Brazil
Jan 9-12,https://www.boxofficemojo.com/weekend/2025W02/?area=BR&ref_=bo_wey_table_21,"$3,248,962",-69.80%,"$3,248,962",-69.80%,7,Mufasa: The Lion King,https://www.boxofficemojo.com/release/rl1092780033/?ref_=bo_wey_table_21,-,-,-,2,https://www.boxofficemojo.com/weekend/2025W02/?area=BR&ref_=bo_wey_table_21,FALSE,Brazil
Feb 6-9,https://www.boxofficemojo.com/weekend/2025W06/?area=BR&ref_=bo_wey_table_17,"$3,047,419",17.40%,"$3,050,924",16.40%,13,Mufasa: The Lion King,https://www.boxofficemojo.com/release/rl1092780033/?ref_=bo_wey_table_17,-,-,-,6,https://www.boxofficemojo.com/weekend/2025W06/?area=BR&ref_=bo_wey_table_17,FALSE,Brazil
