Dates,Top 10 Gross,%± LW,Overall Gross,%± LW1,Releases,#1 Release,Genre,Week Url,Long Weekend,Country,Formatted_Date,Month,Year,OMDB_Runtime,OMDB_Genre,OMDB_imdbID,OMDB_Budget
May 29-Jun 1,474700.0,-0.307,507597.0,-0.278,20,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W22/?area=SK&ref_=bo_wey_table_1,False,Slovakia,,,,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 22-25,685431.0,1.233,703226.0,1.025,20,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W21/?area=SK&ref_=bo_wey_table_2,False,Slovakia,2025-05-22,May,2025.0,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 30-Jun 1,860265.0,-0.382,902746.0,-0.37,39,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W22/?area=RO&ref_=bo_wey_table_1,False,Romania,,,,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 23-25,1392457.0,1.248,1432375.0,1.088,28,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W21/?area=RO&ref_=bo_wey_table_2,False,Romania,2025-05-23,May,2025.0,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 30-Jun 1,3177605.0,0.216,3195541.0,0.214,16,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W22/?area=PL&ref_=bo_wey_table_1,False,Poland,,,,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 23-25,2613609.0,0.796,2631464.0,0.747,16,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W21/?area=PL&ref_=bo_wey_table_2,False,Poland,2025-05-23,May,2025.0,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 29-Jun 1,1128479.0,0.053,1161340.0,0.057,36,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W22/?area=PT&ref_=bo_wey_table_1,False,Portugal,,,,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 22-25,1072037.0,578.479,1098860.0,592.978,34,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W21/?area=PT&ref_=bo_wey_table_2,False,Portugal,2025-05-22,May,2025.0,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
Apr 4-6,256299.0,0.906,256299.0,0.906,10,Longlegs,"Crime, Horror, Thriller",https://www.boxofficemojo.com/weekend/2025W14/?area=IN&ref_=bo_wey_table_9,False,Australia,2025-04-04,April,2025.0,101 min,"Crime, Horror, Thriller",tt23468450,"$74,346,140"
Apr 4-6,256299.0,0.906,256299.0,0.906,10,Longlegs,"Crime, Horror, Thriller",https://www.boxofficemojo.com/weekend/2025W14/?area=IN&ref_=bo_wey_table_9,False,India,2025-04-04,April,2025.0,101 min,"Crime, Horror, Thriller",tt23468450,"$74,346,140"
Apr 4-6,320057.0,0.859,322188.0,0.871,13,Longlegs,"Crime, Horror, Thriller",https://www.boxofficemojo.com/weekend/2025W14/?area=FI&ref_=bo_wey_table_9,False,Finland,2025-04-04,April,2025.0,101 min,"Crime, Horror, Thriller",tt23468450,"$74,346,140"
Apr 3-6,403399.0,0.519,406221.0,0.512,15,Longlegs,"Crime, Horror, Thriller",https://www.boxofficemojo.com/weekend/2025W14/?area=DK&ref_=bo_wey_table_9,False,Denmark,2025-04-03,April,2025.0,101 min,"Crime, Horror, Thriller",tt23468450,"$74,346,140"
Apr 3-6,208455.0,2.008,208455.0,2.008,8,Longlegs,"Crime, Horror, Thriller",https://www.boxofficemojo.com/weekend/2025W14/?area=GR&ref_=bo_wey_table_9,False,Greece,2025-04-03,April,2025.0,101 min,"Crime, Horror, Thriller",tt23468450,"$74,346,140"
Apr 3-6,183670.0,-0.259,185231.0,-0.255,14,Longlegs,"Crime, Horror, Thriller",https://www.boxofficemojo.com/weekend/2025W14/?area=SG&ref_=bo_wey_table_9,False,Singapore,2025-04-03,April,2025.0,101 min,"Crime, Horror, Thriller",tt23468450,"$74,346,140"
Apr 4-6,491138.0,0.454,506882.0,0.418,17,Longlegs,"Crime, Horror, Thriller",https://www.boxofficemojo.com/weekend/2025W14/?area=SE&ref_=bo_wey_table_9,False,Sweden,2025-04-04,April,2025.0,101 min,"Crime, Horror, Thriller",tt23468450,"$74,346,140"
Apr 4-6,367896.0,0.923,367896.0,0.923,9,Longlegs,"Crime, Horror, Thriller",https://www.boxofficemojo.com/weekend/2025W14/?area=TW&ref_=bo_wey_table_9,False,Taiwan,2025-04-04,April,2025.0,101 min,"Crime, Horror, Thriller",tt23468450,"$74,346,140"
Apr 3-6,167612.0,0.821,167612.0,0.821,4,Longlegs,"Crime, Horror, Thriller",https://www.boxofficemojo.com/weekend/2025W14/?area=TH&ref_=bo_wey_table_9,False,Thailand,2025-04-03,April,2025.0,101 min,"Crime, Horror, Thriller",tt23468450,"$74,346,140"
Apr 3-6,33496.0,0.915,33496.0,0.915,6,Longlegs,"Crime, Horror, Thriller",https://www.boxofficemojo.com/weekend/2025W14/?area=UY&ref_=bo_wey_table_9,False,Uruguay,2025-04-03,April,2025.0,101 min,"Crime, Horror, Thriller",tt23468450,"$74,346,140"
Feb 6-9,24978.0,-0.477,24978.0,-0.477,6,Love Hurts,"Action, Comedy, Romance",https://www.boxofficemojo.com/weekend/2025W06/?area=MY&ref_=bo_wey_table_17,False,Malaysia,2025-02-06,February,2025.0,83 min,"Action, Comedy, Romance",tt30788842,"$15,683,090"
Feb 6-9,144455.0,-0.079,144455.0,-0.079,9,Love Hurts,"Action, Comedy, Romance",https://www.boxofficemojo.com/weekend/2025W06/?area=IL&ref_=bo_wey_table_17,False,Israel,2025-02-06,February,2025.0,83 min,"Action, Comedy, Romance",tt30788842,"$15,683,090"
Feb 6-9,98079.0,-0.719,98079.0,-0.719,5,Love Hurts,"Action, Comedy, Romance",https://www.boxofficemojo.com/weekend/2025W06/?area=UA&ref_=bo_wey_table_17,False,Ukraine,2025-02-06,February,2025.0,83 min,"Action, Comedy, Romance",tt30788842,"$15,683,090"
Mar 26-30,8728445.0,-0.374,11462062.0,-0.339,37,"Ma mère, Dieu et Sylvie Vartan",Drama,https://www.boxofficemojo.com/weekend/2025W13/?area=FR&ref_=bo_wey_table_10,False,France,2025-03-26,March,2025.0,102 min,Drama,tt29927144,N/A
Apr 17-20,4308.0,-0.723,4308.0,-0.723,3,Magazine Dreams,Drama,https://www.boxofficemojo.com/weekend/2025W16/?area=GR&ref_=bo_wey_table_7,False,Greece,2025-04-17,April,2025.0,123 min,Drama,tt13652142,"$1,166,243"
Jan 31-Feb 2,313692.0,-0.296,314686.0,-0.307,12,Maria,"Biography, Drama, Music",https://www.boxofficemojo.com/weekend/2025W05/?area=FI&ref_=bo_wey_table_18,False,Finland,,,,124 min,"Biography, Drama, Music",tt22893404,N/A
Jan 24-26,445575.0,0.164,453787.0,0.185,13,Maria,"Biography, Drama, Music",https://www.boxofficemojo.com/weekend/2025W04/?area=FI&ref_=bo_wey_table_19,False,Finland,2025-01-24,January,2025.0,124 min,"Biography, Drama, Music",tt22893404,N/A
Mar 14-16,455355.0,0.014,596538.0,0.086,46,Mentorii,Comedy,https://www.boxofficemojo.com/weekend/2025W11/?area=RO&ref_=bo_wey_table_12,False,Romania,2025-03-14,March,2025.0,N/A,Comedy,tt34714055,N/A
Mar 7-9,448892.0,-0.304,549206.0,-0.274,51,Mentorii,Comedy,https://www.boxofficemojo.com/weekend/2025W10/?area=RO&ref_=bo_wey_table_13,False,Romania,2025-03-07,March,2025.0,N/A,Comedy,tt34714055,N/A
Feb 28-Mar 2,644643.0,0.572,756882.0,0.415,47,Mentorii,Comedy,https://www.boxofficemojo.com/weekend/2025W09/?area=RO&ref_=bo_wey_table_14,False,Romania,,,,N/A,Comedy,tt34714055,N/A
Mar 21-23,4124466.0,-0.086,4540470.0,-0.081,37,Mickey 17,"Adventure, Comedy, Fantasy",https://www.boxofficemojo.com/weekend/2025W12/?area=KR&ref_=bo_wey_table_11,False,South Korea,2025-03-21,March,2025.0,137 min,"Adventure, Comedy, Fantasy",tt12299608,"$46,047,147"
Mar 14-16,4511910.0,-0.143,4941341.0,-0.119,40,Mickey 17,"Adventure, Comedy, Fantasy",https://www.boxofficemojo.com/weekend/2025W11/?area=KR&ref_=bo_wey_table_12,False,South Korea,2025-03-14,March,2025.0,137 min,"Adventure, Comedy, Fantasy",tt12299608,"$46,047,147"
Mar 7-9,5263386.0,-0.549,5607266.0,-0.537,41,Mickey 17,"Adventure, Comedy, Fantasy",https://www.boxofficemojo.com/weekend/2025W10/?area=KR&ref_=bo_wey_table_13,False,South Korea,2025-03-07,March,2025.0,137 min,"Adventure, Comedy, Fantasy",tt12299608,"$46,047,147"
Feb 28-Mar 2,11669856.0,1.318,12099787.0,1.262,44,Mickey 17,"Adventure, Comedy, Fantasy",https://www.boxofficemojo.com/weekend/2025W09/?area=KR&ref_=bo_wey_table_14,False,South Korea,,,,137 min,"Adventure, Comedy, Fantasy",tt12299608,"$46,047,147"
Mar 7-9,1448469.0,3.449,1448469.0,3.449,3,Mickey 17,"Adventure, Comedy, Fantasy",https://www.boxofficemojo.com/weekend/2025W10/?area=CN&ref_=bo_wey_table_13,False,China,2025-03-07,March,2025.0,137 min,"Adventure, Comedy, Fantasy",tt12299608,"$46,047,147"
Mar 14-16,6896658.0,-0.254,8021697.0,-0.22,55,Mickey 17,"Adventure, Comedy, Fantasy",https://www.boxofficemojo.com/weekend/2025W11/?area=GB&ref_=bo_wey_table_12,False,United Kingdom,2025-03-14,March,2025.0,137 min,"Adventure, Comedy, Fantasy",tt12299608,"$46,047,147"
Mar 7-9,9247290.0,-0.129,10284185.0,-0.129,57,Mickey 17,"Adventure, Comedy, Fantasy",https://www.boxofficemojo.com/weekend/2025W10/?area=GB&ref_=bo_wey_table_13,False,United Kingdom,2025-03-07,March,2025.0,137 min,"Adventure, Comedy, Fantasy",tt12299608,"$46,047,147"
Mar 12-16,8523991.0,-0.098,11647581.0,-0.073,33,Mickey 17,"Adventure, Comedy, Fantasy",https://www.boxofficemojo.com/weekend/2025W11/?area=FR&ref_=bo_wey_table_12,False,France,2025-03-12,March,2025.0,137 min,"Adventure, Comedy, Fantasy",tt12299608,"$46,047,147"
Mar 5-9,9452006.0,-0.102,12560239.0,-0.146,32,Mickey 17,"Adventure, Comedy, Fantasy",https://www.boxofficemojo.com/weekend/2025W10/?area=FR&ref_=bo_wey_table_13,False,France,2025-03-05,March,2025.0,137 min,"Adventure, Comedy, Fantasy",tt12299608,"$46,047,147"
Mar 7-9,3888627.0,-0.053,5371143.0,0.07,57,Mickey 17,"Adventure, Comedy, Fantasy",https://www.boxofficemojo.com/weekend/2025W10/?area=ES&ref_=bo_wey_table_13,False,Spain,2025-03-07,March,2025.0,137 min,"Adventure, Comedy, Fantasy",tt12299608,"$46,047,147"
Mar 7-9,811024.0,0.612,812239.0,0.613,13,Mickey 17,"Adventure, Comedy, Fantasy",https://www.boxofficemojo.com/weekend/2025W10/?area=TW&ref_=bo_wey_table_13,False,Taiwan,2025-03-07,March,2025.0,137 min,"Adventure, Comedy, Fantasy",tt12299608,"$46,047,147"
Mar 14-16,475351.0,-0.315,598857.0,-0.306,63,Mickey 17,"Adventure, Comedy, Fantasy",https://www.boxofficemojo.com/weekend/2025W11/?area=TR&ref_=bo_wey_table_12,False,Turkey,2025-03-14,March,2025.0,137 min,"Adventure, Comedy, Fantasy",tt12299608,"$46,047,147"
Mar 7-9,693628.0,3.451,862809.0,4.536,54,Mickey 17,"Adventure, Comedy, Fantasy",https://www.boxofficemojo.com/weekend/2025W10/?area=TR&ref_=bo_wey_table_13,False,Turkey,2025-03-07,March,2025.0,137 min,"Adventure, Comedy, Fantasy",tt12299608,"$46,047,147"
Mar 6-9,716367.0,1.528,881867.0,2.112,35,Mickey 17,"Adventure, Comedy, Fantasy",https://www.boxofficemojo.com/weekend/2025W10/?area=PT&ref_=bo_wey_table_13,False,Portugal,2025-03-06,March,2025.0,137 min,"Adventure, Comedy, Fantasy",tt12299608,"$46,047,147"
May 16-18,8036840.0,0.444,8323968.0,0.391,40,Mission: Impossible - The Final Reckoning,"Action, Adventure, Thriller",https://www.boxofficemojo.com/weekend/2025W20/?area=KR&ref_=bo_wey_table_3,False,South Korea,2025-05-16,May,2025.0,169 min,"Action, Adventure, Thriller",tt9603208,"$131,894,402"
Jan 23-26,805391.0,0.411,816966.0,0.431,12,Moana 2,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W04/?area=DK&ref_=bo_wey_table_19,False,Denmark,2025-01-23,January,2025.0,100 min,"Animation, Adventure, Comedy",tt13622970,"$460,405,297"
Jan 2-5,1446773.0,-0.07,1446773.0,-0.07,7,Moana 2,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W01/?area=DK&ref_=bo_wey_table_22,False,Denmark,2025-01-02,January,2025.0,100 min,"Animation, Adventure, Comedy",tt13622970,"$460,405,297"
Feb 7-9,503414.0,-0.246,508569.0,-0.254,12,Moana 2,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W06/?area=SE&ref_=bo_wey_table_17,False,Sweden,2025-02-07,February,2025.0,100 min,"Animation, Adventure, Comedy",tt13622970,"$460,405,297"
Jan 31-Feb 2,667793.0,-0.285,682039.0,-0.278,13,Moana 2,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W05/?area=SE&ref_=bo_wey_table_18,False,Sweden,,,,100 min,"Animation, Adventure, Comedy",tt13622970,"$460,405,297"
Jan 24-26,934374.0,0.205,944521.0,0.218,12,Moana 2,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W04/?area=SE&ref_=bo_wey_table_19,False,Sweden,2025-01-24,January,2025.0,100 min,"Animation, Adventure, Comedy",tt13622970,"$460,405,297"
Feb 8-9,7073935.0,-0.317,7505264.0,-0.303,14,Mobile Suit Gundam GQuuuuuuX: Beginning,"Animation, Action, Adventure",https://www.boxofficemojo.com/weekend/2025W06/?area=JP&ref_=bo_wey_table_17,False,Japan,2025-02-08,February,2025.0,N/A,"Animation, Action, Adventure",tt34881132,N/A
Feb 1-2,10364045.0,-0.185,10766783.0,-0.178,15,Mobile Suit Gundam GQuuuuuuX: Beginning,"Animation, Action, Adventure",https://www.boxofficemojo.com/weekend/2025W05/?area=JP&ref_=bo_wey_table_18,False,Japan,2025-02-01,February,2025.0,N/A,"Animation, Action, Adventure",tt34881132,N/A
Jan 25-26,12723756.0,-0.118,13105896.0,-0.092,14,Mobile Suit Gundam GQuuuuuuX: Beginning,"Animation, Action, Adventure",https://www.boxofficemojo.com/weekend/2025W04/?area=JP&ref_=bo_wey_table_19,False,Japan,2025-01-25,January,2025.0,N/A,"Animation, Action, Adventure",tt34881132,N/A
Jan 18-19,14430803.0,0.234,14432313.0,0.233,11,Mobile Suit Gundam GQuuuuuuX: Beginning,"Animation, Action, Adventure",https://www.boxofficemojo.com/weekend/2025W03/?area=JP&ref_=bo_wey_table_20,False,Japan,2025-01-18,January,2025.0,N/A,"Animation, Action, Adventure",tt34881132,N/A
Feb 14-16,3708147.0,-0.322,3728574.0,-0.318,15,Money Kisses,,https://www.boxofficemojo.com/weekend/2025W07/?area=VN&ref_=bo_wey_table_15,False,Vietnam,2025-02-14,February,2025.0,N/A,N/A,tt35676748,N/A
Feb 7-9,5465271.0,-0.237,5470856.0,-0.237,14,Money Kisses,,https://www.boxofficemojo.com/weekend/2025W06/?area=VN&ref_=bo_wey_table_16,False,Vietnam,2025-02-07,February,2025.0,N/A,N/A,tt35676748,N/A
Mar 13-16,827976.0,0.221,973588.0,0.272,20,More na dvore,Comedy,https://www.boxofficemojo.com/weekend/2025W11/?area=CZ&ref_=bo_wey_table_12,False,Czech Replublic,2025-03-13,March,2025.0,102 min,Comedy,tt35519509,N/A
Mar 6-9,678349.0,-0.178,765443.0,-0.219,19,More na dvore,Comedy,https://www.boxofficemojo.com/weekend/2025W10/?area=CZ&ref_=bo_wey_table_13,False,Czech Replublic,2025-03-06,March,2025.0,102 min,Comedy,tt35519509,N/A
Jan 31-Feb 2,115852.0,-0.483,115852.0,-0.483,7,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W05/?area=IN&ref_=bo_wey_table_18,False,Australia,,,,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 24-26,224291.0,-0.509,224291.0,-0.509,7,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W04/?area=IN&ref_=bo_wey_table_19,False,Australia,2025-01-24,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 17-19,457015.0,-0.332,457015.0,-0.332,7,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W03/?area=IN&ref_=bo_wey_table_20,False,Australia,2025-01-17,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 10-12,684153.0,-0.6,684153.0,-0.6,6,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W02/?area=IN&ref_=bo_wey_table_21,False,Australia,2025-01-10,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 3-5,1709136.0,-0.506,1709136.0,-0.506,5,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W01/?area=IN&ref_=bo_wey_table_22,False,Australia,2025-01-03,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 31-Feb 2,115852.0,-0.483,115852.0,-0.483,7,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W05/?area=IN&ref_=bo_wey_table_18,False,India,,,,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 24-26,224291.0,-0.509,224291.0,-0.509,7,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W04/?area=IN&ref_=bo_wey_table_19,False,India,2025-01-24,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 17-19,457015.0,-0.332,457015.0,-0.332,7,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W03/?area=IN&ref_=bo_wey_table_20,False,India,2025-01-17,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 10-12,684153.0,-0.6,684153.0,-0.6,6,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W02/?area=IN&ref_=bo_wey_table_21,False,India,2025-01-10,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 3-5,1709136.0,-0.506,1709136.0,-0.506,5,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W01/?area=IN&ref_=bo_wey_table_22,False,India,2025-01-03,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Feb 6-9,3047419.0,0.174,3050924.0,0.164,13,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W06/?area=BR&ref_=bo_wey_table_17,False,Brazil,2025-02-06,February,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 23-26,2306120.0,-0.377,2306120.0,-0.377,10,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W04/?area=BR&ref_=bo_wey_table_19,False,Brazil,2025-01-23,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 16-19,3699110.0,0.139,3699110.0,0.139,8,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W03/?area=BR&ref_=bo_wey_table_20,False,Brazil,2025-01-16,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 9-12,3248962.0,-0.698,3248962.0,-0.698,7,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W02/?area=BR&ref_=bo_wey_table_21,False,Brazil,2025-01-09,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Feb 7-9,4067.0,-0.555,4067.0,-0.555,2,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W06/?area=CN&ref_=bo_wey_table_17,False,China,2025-02-07,February,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 31-Feb 2,9139.0,-0.984,9139.0,-0.984,1,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W05/?area=CN&ref_=bo_wey_table_18,False,China,,,,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 24-26,578618.0,-0.681,578618.0,-0.681,3,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W04/?area=CN&ref_=bo_wey_table_19,False,China,2025-01-24,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 3-5,914418.0,-0.65,914418.0,-0.65,3,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W01/?area=CN&ref_=bo_wey_table_22,False,China,2025-01-03,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 10-12,14643983.0,-0.3,16280600.0,-0.232,42,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W02/?area=GB&ref_=bo_wey_table_21,False,United Kingdom,2025-01-10,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 9-12,169105.0,-0.398,169105.0,-0.398,4,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W02/?area=MY&ref_=bo_wey_table_21,False,Malaysia,2025-01-09,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 2-5,281028.0,-0.601,281028.0,-0.601,3,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W01/?area=MY&ref_=bo_wey_table_22,False,Malaysia,2025-01-02,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Feb 6-9,410260.0,-0.132,413429.0,-0.135,12,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W06/?area=DK&ref_=bo_wey_table_17,False,Denmark,2025-02-06,February,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 16-19,570898.0,-0.251,570898.0,-0.251,7,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W03/?area=DK&ref_=bo_wey_table_20,False,Denmark,2025-01-16,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 9-12,761942.0,-0.473,761942.0,-0.473,7,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W02/?area=DK&ref_=bo_wey_table_21,False,Denmark,2025-01-09,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 22-26,8312710.0,-0.08,11777363.0,-0.082,33,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W04/?area=FR&ref_=bo_wey_table_19,False,France,2025-01-22,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 15-19,9040099.0,-0.199,12835178.0,-0.137,32,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W03/?area=FR&ref_=bo_wey_table_20,False,France,2025-01-15,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 8-12,11287849.0,-0.53,14871174.0,-0.49,32,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W02/?area=FR&ref_=bo_wey_table_21,False,France,2025-01-08,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 1-5,24005909.0,0.057,29182222.0,0.133,34,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W01/?area=FR&ref_=bo_wey_table_22,False,France,2025-01-01,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Feb 6-9,53179.0,-0.584,53179.0,-0.584,9,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W06/?area=SG&ref_=bo_wey_table_17,False,Singapore,2025-02-06,February,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 30-Feb 2,127898.0,0.003,127898.0,0.003,10,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W05/?area=SG&ref_=bo_wey_table_18,False,Singapore,,,,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 23-26,127494.0,-0.284,127494.0,-0.284,10,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W04/?area=SG&ref_=bo_wey_table_19,False,Singapore,2025-01-23,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 16-19,177981.0,-0.312,177981.0,-0.312,7,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W03/?area=SG&ref_=bo_wey_table_20,False,Singapore,2025-01-16,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 9-12,258798.0,-0.265,258798.0,-0.265,7,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W02/?area=SG&ref_=bo_wey_table_21,False,Singapore,2025-01-09,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 2-5,352082.0,-0.674,352082.0,-0.674,9,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W01/?area=SG&ref_=bo_wey_table_22,False,Singapore,2025-01-02,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Feb 7-9,205894.0,-0.138,234836.0,-0.118,20,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W06/?area=ZA&ref_=bo_wey_table_17,False,South Africa,2025-02-07,February,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 31-Feb 2,238962.0,-0.125,266296.0,-0.11,18,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W05/?area=ZA&ref_=bo_wey_table_18,False,South Africa,,,,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 24-26,273242.0,-0.156,299295.0,-0.096,18,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W04/?area=ZA&ref_=bo_wey_table_19,False,South Africa,2025-01-24,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
