Dates,Top 10 Gross,%± LW,Overall Gross,%± LW1,Releases,#1 Release,Genre,Week Url,Long Weekend,Country,Formatted_Date,Month,Year,OMDB_Runtime,OMDB_Genre,OMDB_imdbID,OMDB_Budget
Mar 20-23,128416.0,-0.456,128416.0,-0.457,8,Black Bag,"Drama, Mystery, Romance",https://www.boxofficemojo.com/weekend/2025W12/?area=GR&ref_=bo_wey_table_11,False,Greece,2025-03-20,March,2025.0,93 min,"Drama, Mystery, Romance",tt30988739,"$21,474,035"
Mar 13-16,236020.0,0.261,236284.0,0.259,11,Black Bag,"Drama, Mystery, Romance",https://www.boxofficemojo.com/weekend/2025W11/?area=GR&ref_=bo_wey_table_12,False,Greece,2025-03-13,March,2025.0,93 min,"Drama, Mystery, Romance",tt30988739,"$21,474,035"
Mar 21-23,29318.0,4.078,29318.0,4.078,2,Black Bag,"Drama, Mystery, Romance",https://www.boxofficemojo.com/weekend/2025W12/?area=VE&ref_=bo_wey_table_11,False,Venezuela,2025-03-21,March,2025.0,93 min,"Drama, Mystery, Romance",tt30988739,"$21,474,035"
Mar 27-30,31883.0,-0.476,31883.0,-0.476,3,Black Bag,"Drama, Mystery, Romance",https://www.boxofficemojo.com/weekend/2025W13/?area=UA&ref_=bo_wey_table_10,False,Ukraine,2025-03-27,March,2025.0,93 min,"Drama, Mystery, Romance",tt30988739,"$21,474,035"
Mar 20-23,60791.0,-0.683,60791.0,-0.683,3,Black Bag,"Drama, Mystery, Romance",https://www.boxofficemojo.com/weekend/2025W12/?area=UA&ref_=bo_wey_table_11,False,Ukraine,2025-03-20,March,2025.0,93 min,"Drama, Mystery, Romance",tt30988739,"$21,474,035"
Mar 13-16,191622.0,2.685,191622.0,2.685,5,Black Bag,"Drama, Mystery, Romance",https://www.boxofficemojo.com/weekend/2025W11/?area=UA&ref_=bo_wey_table_12,False,Ukraine,2025-03-13,March,2025.0,93 min,"Drama, Mystery, Romance",tt30988739,"$21,474,035"
Mar 27-30,17490.0,-0.006,17490.0,-0.006,7,Black Bag,"Drama, Mystery, Romance",https://www.boxofficemojo.com/weekend/2025W13/?area=UY&ref_=bo_wey_table_10,False,Uruguay,2025-03-27,March,2025.0,93 min,"Drama, Mystery, Romance",tt30988739,"$21,474,035"
Mar 13-16,539684.0,-0.247,689167.0,-0.219,41,Black Bag,"Drama, Mystery, Romance",https://www.boxofficemojo.com/weekend/2025W11/?area=PT&ref_=bo_wey_table_12,False,Portugal,2025-03-13,March,2025.0,93 min,"Drama, Mystery, Romance",tt30988739,"$21,474,035"
Feb 28-Mar 2,10622419.0,-0.436,11804681.0,-0.414,57,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W09/?area=GB&ref_=bo_wey_table_14,False,United Kingdom,,,,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Feb 21-23,18831820.0,-0.253,20152303.0,-0.229,48,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W08/?area=GB&ref_=bo_wey_table_15,False,United Kingdom,2025-02-21,February,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Feb 14-16,25195596.0,1.737,26123279.0,1.331,42,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W07/?area=GB&ref_=bo_wey_table_16,False,United Kingdom,2025-02-14,February,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Mar 14-16,251155.0,-0.38,253631.0,-0.397,13,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W11/?area=FI&ref_=bo_wey_table_12,False,Finland,2025-03-14,March,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Mar 7-9,405263.0,-0.139,420482.0,-0.116,14,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W10/?area=FI&ref_=bo_wey_table_13,False,Finland,2025-03-07,March,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Feb 28-Mar 2,470845.0,-0.114,475858.0,-0.108,12,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W09/?area=FI&ref_=bo_wey_table_14,False,Finland,,,,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Feb 21-23,531143.0,-0.481,533176.0,-0.48,12,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W08/?area=FI&ref_=bo_wey_table_15,False,Finland,2025-02-21,February,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Feb 14-16,1023630.0,2.612,1026025.0,2.592,12,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W07/?area=FI&ref_=bo_wey_table_16,False,Finland,2025-02-14,February,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Feb 27-Mar 2,825621.0,-0.16,980353.0,-0.127,20,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W09/?area=CZ&ref_=bo_wey_table_14,False,Czech Replublic,,,,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Feb 20-23,982351.0,-0.124,1123102.0,-0.149,20,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W08/?area=CZ&ref_=bo_wey_table_15,False,Czech Replublic,2025-02-20,February,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Mar 13-16,510864.0,-0.194,513827.0,-0.205,12,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W11/?area=DK&ref_=bo_wey_table_12,False,Denmark,2025-03-13,March,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Mar 6-9,634008.0,-0.373,646261.0,-0.365,14,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W10/?area=DK&ref_=bo_wey_table_13,False,Denmark,2025-03-06,March,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Feb 27-Mar 2,1011139.0,-0.118,1017046.0,-0.116,12,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W09/?area=DK&ref_=bo_wey_table_14,False,Denmark,,,,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Feb 20-23,1146186.0,-0.348,1150172.0,-0.345,11,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W08/?area=DK&ref_=bo_wey_table_15,False,Denmark,2025-02-20,February,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Feb 13-16,1756766.0,3.282,1756766.0,3.249,10,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W07/?area=DK&ref_=bo_wey_table_16,False,Denmark,2025-02-13,February,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Feb 13-16,178671.0,0.237,178671.0,0.237,8,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W07/?area=IL&ref_=bo_wey_table_16,False,Israel,2025-02-13,February,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Mar 14-16,381774.0,-0.176,405136.0,-0.195,14,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W11/?area=SE&ref_=bo_wey_table_12,False,Sweden,2025-03-14,March,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Mar 7-9,463570.0,-0.434,503357.0,-0.414,15,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W10/?area=SE&ref_=bo_wey_table_13,False,Sweden,2025-03-07,March,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Feb 28-Mar 2,819310.0,-0.261,859699.0,-0.258,14,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W09/?area=SE&ref_=bo_wey_table_14,False,Sweden,,,,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Feb 21-23,1109258.0,-0.377,1158956.0,-0.358,15,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W08/?area=SE&ref_=bo_wey_table_15,False,Sweden,2025-02-21,February,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Feb 14-16,1781017.0,2.538,1804150.0,2.548,14,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W07/?area=SE&ref_=bo_wey_table_16,False,Sweden,2025-02-14,February,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Mar 5-9,605308.0,-0.371,608378.0,-0.369,12,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W10/?area=CH&ref_=bo_wey_table_13,False,Switzerland,2025-03-05,March,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Feb 26-Mar 2,962862.0,-0.074,964385.0,-0.074,12,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W09/?area=CH&ref_=bo_wey_table_14,False,Switzerland,,,,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Feb 19-23,1039625.0,-0.299,1041212.0,-0.299,12,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W08/?area=CH&ref_=bo_wey_table_15,False,Switzerland,2025-02-19,February,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Mar 13-16,73656.0,-0.862,73656.0,-0.891,5,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W11/?area=AE&ref_=bo_wey_table_12,False,UAE,2025-03-13,March,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Feb 21-23,19907.0,-0.362,19907.0,-0.362,5,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W08/?area=VE&ref_=bo_wey_table_15,False,Venezuela,2025-02-21,February,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Feb 14-16,31214.0,-0.062,31214.0,-0.062,5,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W07/?area=VE&ref_=bo_wey_table_16,False,Venezuela,2025-02-14,February,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Feb 20-23,220455.0,-0.087,220455.0,-0.087,6,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W08/?area=UA&ref_=bo_wey_table_15,False,Ukraine,2025-02-20,February,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Feb 13-16,241426.0,1.462,241426.0,1.462,4,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W07/?area=UA&ref_=bo_wey_table_16,False,Ukraine,2025-02-13,February,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Feb 13-16,49928.0,0.331,49928.0,0.331,8,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W07/?area=UY&ref_=bo_wey_table_16,False,Uruguay,2025-02-13,February,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Feb 12-16,12045.0,0.512,12045.0,0.512,2,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W07/?area=TT&ref_=bo_wey_table_12,False,Trinad & Tobago,2025-02-12,February,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Mar 6-9,81344.0,-0.434,101569.0,-0.381,24,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W10/?area=SI&ref_=bo_wey_table_13,False,Slovenia,2025-03-06,March,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Feb 20-23,195045.0,-0.235,211374.0,-0.248,23,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W08/?area=SI&ref_=bo_wey_table_15,False,Slovenia,2025-02-20,February,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Feb 13-16,254934.0,1.808,281062.0,1.644,22,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W07/?area=SI&ref_=bo_wey_table_16,False,Slovenia,2025-02-13,February,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Feb 21-23,2082188.0,-0.522,2087919.0,-0.559,14,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W08/?area=PL&ref_=bo_wey_table_15,False,Poland,2025-02-21,February,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Feb 14-16,4352481.0,1.666,4731049.0,1.372,21,Bridget Jones: Mad About the Boy,"Comedy, Drama, Romance",https://www.boxofficemojo.com/weekend/2025W07/?area=PL&ref_=bo_wey_table_16,False,Poland,2025-02-14,February,2025.0,124 min,"Comedy, Drama, Romance",tt32063050,N/A
Apr 25-27,765006.0,-0.232,813336.0,-0.191,30,Buzz House: The Movie 2,"Comedy, Horror",https://www.boxofficemojo.com/weekend/2025W17/?area=RO&ref_=bo_wey_table_6,False,Romania,2025-04-25,April,2025.0,85 min,"Comedy, Horror",tt36597161,N/A
Apr 18-20,996720.0,0.209,1005614.0,0.139,25,Buzz House: The Movie 2,"Comedy, Horror",https://www.boxofficemojo.com/weekend/2025W16/?area=RO&ref_=bo_wey_table_7,False,Romania,2025-04-18,April,2025.0,85 min,"Comedy, Horror",tt36597161,N/A
Feb 21-23,223226.0,-0.871,223226.0,-0.871,8,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W08/?area=IN&ref_=bo_wey_table_15,False,Australia,2025-02-21,February,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 14-16,1732378.0,15.881,1732378.0,15.881,8,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W07/?area=IN&ref_=bo_wey_table_16,False,Australia,2025-02-14,February,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 21-23,223226.0,-0.871,223226.0,-0.871,8,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W08/?area=IN&ref_=bo_wey_table_15,False,India,2025-02-21,February,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 14-16,1732378.0,15.881,1732378.0,15.881,8,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W07/?area=IN&ref_=bo_wey_table_16,False,India,2025-02-14,February,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 21-23,5034612.0,-0.165,5349340.0,-0.185,36,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W08/?area=KR&ref_=bo_wey_table_15,False,South Korea,2025-02-21,February,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 14-16,6030277.0,0.465,6561337.0,0.412,46,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W07/?area=KR&ref_=bo_wey_table_16,False,South Korea,2025-02-14,February,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Mar 13-16,1083421.0,-0.666,1083566.0,-0.667,12,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W11/?area=BR&ref_=bo_wey_table_12,False,Brazil,2025-03-13,March,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Mar 6-9,3246040.0,0.66,3253413.0,0.661,16,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W10/?area=BR&ref_=bo_wey_table_13,False,Brazil,2025-03-06,March,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 27-Mar 2,1955235.0,-0.21,1958547.0,-0.209,13,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W09/?area=BR&ref_=bo_wey_table_14,False,Brazil,,,,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 20-23,2473742.0,-0.489,2475000.0,-0.49,13,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W08/?area=BR&ref_=bo_wey_table_15,False,Brazil,2025-02-20,February,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 13-16,4844589.0,0.59,4848280.0,0.589,13,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W07/?area=BR&ref_=bo_wey_table_16,False,Brazil,2025-02-13,February,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Mar 14-16,7060.0,-0.995,7060.0,-0.995,1,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W11/?area=CN&ref_=bo_wey_table_12,False,China,2025-03-14,March,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 28-Mar 2,325603.0,-0.76,325603.0,-0.76,1,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W09/?area=CN&ref_=bo_wey_table_14,False,China,,,,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 21-23,1357610.0,-0.871,1357610.0,-0.871,1,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W08/?area=CN&ref_=bo_wey_table_15,False,China,2025-02-21,February,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 14-16,10554293.0,2594.105,10554293.0,2594.105,2,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W07/?area=CN&ref_=bo_wey_table_16,False,China,2025-02-14,February,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Mar 13-16,24099.0,-0.872,24099.0,-0.872,7,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W11/?area=MY&ref_=bo_wey_table_12,False,Malaysia,2025-03-13,March,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Mar 6-9,187594.0,-0.492,187594.0,-0.492,9,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W10/?area=MY&ref_=bo_wey_table_13,False,Malaysia,2025-03-06,March,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 27-Mar 2,368962.0,-0.406,368962.0,-0.406,9,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W09/?area=MY&ref_=bo_wey_table_14,False,Malaysia,,,,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 20-23,621011.0,-0.568,621011.0,-0.568,7,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W08/?area=MY&ref_=bo_wey_table_15,False,Malaysia,2025-02-20,February,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 13-16,1438853.0,56.605,1438853.0,56.605,6,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W07/?area=MY&ref_=bo_wey_table_16,False,Malaysia,2025-02-13,February,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 13-16,1122041.0,0.266,1320405.0,0.257,21,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W07/?area=CZ&ref_=bo_wey_table_16,False,Czech Replublic,2025-02-13,February,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 26-Mar 2,10526566.0,-0.363,14699613.0,-0.298,31,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W09/?area=FR&ref_=bo_wey_table_14,False,France,,,,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 19-23,16523649.0,-0.068,20951039.0,-0.042,31,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W08/?area=FR&ref_=bo_wey_table_15,False,France,2025-02-19,February,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 12-16,17735392.0,0.205,21861993.0,0.158,35,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W07/?area=FR&ref_=bo_wey_table_16,False,France,2025-02-12,February,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Mar 6-9,151619.0,-0.559,160805.0,-0.535,15,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W10/?area=SG&ref_=bo_wey_table_13,False,Singapore,2025-03-06,March,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 27-Mar 2,343998.0,-0.281,345939.0,-0.278,12,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W09/?area=SG&ref_=bo_wey_table_14,False,Singapore,,,,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 20-23,478208.0,-0.473,478820.0,-0.472,11,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W08/?area=SG&ref_=bo_wey_table_15,False,Singapore,2025-02-20,February,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 13-16,907329.0,16.062,907329.0,16.062,7,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W07/?area=SG&ref_=bo_wey_table_16,False,Singapore,2025-02-13,February,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Mar 14-16,199267.0,-0.063,225556.0,-0.017,24,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W11/?area=ZA&ref_=bo_wey_table_12,False,South Africa,2025-03-14,March,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Mar 7-9,212591.0,-0.305,229477.0,-0.322,23,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W10/?area=ZA&ref_=bo_wey_table_13,False,South Africa,2025-03-07,March,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 28-Mar 2,305916.0,0.012,338410.0,0.035,27,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W09/?area=ZA&ref_=bo_wey_table_14,False,South Africa,,,,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 21-23,302176.0,-0.424,326991.0,-0.416,23,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W08/?area=ZA&ref_=bo_wey_table_15,False,South Africa,2025-02-21,February,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 14-16,524645.0,1.548,560010.0,1.385,22,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W07/?area=ZA&ref_=bo_wey_table_16,False,South Africa,2025-02-14,February,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 21-23,3850633.0,-0.341,4643433.0,-0.307,71,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W08/?area=ES&ref_=bo_wey_table_15,False,Spain,2025-02-21,February,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 14-16,5847559.0,0.777,6704856.0,0.679,29,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W07/?area=ES&ref_=bo_wey_table_16,False,Spain,2025-02-14,February,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 12-16,1482535.0,1.635,1485743.0,1.638,12,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W07/?area=CH&ref_=bo_wey_table_16,False,Switzerland,2025-02-12,February,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Mar 14-16,78865.0,-0.903,78865.0,-0.903,8,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W11/?area=TW&ref_=bo_wey_table_12,False,Taiwan,2025-03-14,March,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 28-Mar 2,503032.0,-0.007,503618.0,-0.006,11,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W09/?area=TW&ref_=bo_wey_table_14,False,Taiwan,,,,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
Feb 21-23,506484.0,-0.671,506484.0,-0.671,10,Captain America: Brave New World,"Action, Adventure, Sci-Fi",https://www.boxofficemojo.com/weekend/2025W08/?area=TW&ref_=bo_wey_table_15,False,Taiwan,2025-02-21,February,2025.0,118 min,"Action, Adventure, Sci-Fi",tt14513804,"$200,480,609"
